==== HIVE-21344 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplDumpWork.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/repl/bootstrap/load/util/Context.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java
3	False	service/src/java/org/apache/hive/service/cli/operation/SQLOperation.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
==== HIVE-24020 ====
0	True	streaming/src/java/org/apache/hive/streaming/AbstractRecordWriter.java
1	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
2	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
3	False	streaming/src/java/org/apache/hive/streaming/InvalidTransactionState.java
4	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/AcidEventListener.java
==== HIVE-24021 ====
0	False	storage-api/src/java/org/apache/hadoop/hive/common/io/encoded/MemoryBuffer.java
1	True	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
2	False	standalone-metastore/pom.xml
3	False	shims/common/src/main/java/org/apache/hadoop/hive/io/HdfsUtils.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/FileSinkOperator.java
==== HIVE-24023 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/FilterPredicateLeafBuilder.java
1	False	shims/common/src/main/java/org/apache/hadoop/hive/io/HdfsUtils.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MoveWork.java
==== HIVE-24030 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-24031 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/FilterOperator.java
1	False	accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/predicate/compare/StringCompare.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/CommonJoinResolver.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/NullStructSerDe.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/MapJoinOperator.java
==== HIVE-24036 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/PTFUtils.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/MapJoinOperator.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcNewInputFormat.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/KeyWrapperComparator.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MergeJoinWork.java
==== HIVE-24039 ====
0	True	service/src/java/org/apache/hive/service/servlet/QueryProfileServlet.java
1	False	metastore/scripts/upgrade/hive/hive-schema-3.0.0.hive.sql
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
3	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/MetaStoreSchemaInfo.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/stats/HiveRelMdUniqueKeys.java
==== HIVE-24045 ====
0	False	cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java
1	True	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/session/OperationLog.java
3	False	service/src/java/org/apache/hive/service/cli/session/SessionManager.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
==== HIVE-24048 ====
0	False	upgrade-acid/pre-upgrade/src/main/java/org/apache/hadoop/hive/upgrade/acid/PreUpgradeTool.java
1	True	pom.xml
2	False	serde/src/java/org/apache/hadoop/hive/serde2/lazybinary/LazyBinarySerDe.java
3	False	druid-handler/src/java/org/apache/hadoop/hive/druid/io/DruidRecordWriter.java
4	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/MetaStoreSchemaInfo.java
==== HIVE-24064 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-24068 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionPoolManager.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionPool.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezTask.java
3	False	llap-client/src/java/org/apache/hadoop/hive/llap/registry/ServiceRegistry.java
4	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/AMReporter.java
==== HIVE-24069 ====
0	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/TaskExecutorService.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/AbstractFileMergeOperator.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/TaskRunner.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/session/SessionState.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MoveWork.java
==== HIVE-24072 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFSumEmptyIsZero.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveReduceExpressionsRule.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/stats/FilterSelectivityEstimator.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveReflectUtil.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/RelFieldTrimmer.java
==== HIVE-24074 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroObjectInspectorGenerator.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/read/DataWritableReadSupport.java
2	True	serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroDeserializer.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/FilterPredicateLeafBuilder.java
4	True	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/timestamp/NanoTimeUtils.java
==== HIVE-24077 ====
0	True	streaming/src/java/org/apache/hive/streaming/InvalidTransactionState.java
1	False	streaming/src/java/org/apache/hive/streaming/AbstractRecordWriter.java
2	False	hbase-handler/src/java/org/apache/hadoop/hive/hbase/struct/HBaseStructValue.java
3	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
4	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
==== HIVE-24089 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorThread.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/MinorQueryCompactor.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFValidateAcidSortOrder.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/QueryCompactorFactory.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcSplit.java
==== HIVE-24092 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/plan/PlanUtils.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/DagUtils.java
2	False	jdbc-handler/src/main/java/org/apache/hive/storage/jdbc/dao/DatabaseAccessor.java
3	False	jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java
4	False	jdbc-handler/src/main/java/org/apache/hive/storage/jdbc/dao/DB2DatabaseAccessor.java
==== HIVE-24096 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Worker.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/MinorQueryCompactor.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/QueryCompactorFactory.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorThread.java
4	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
==== HIVE-24097 ====
0	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
1	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/plan/GroupByDesc.java
4	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/PartitionValuesResponse.java
==== HIVE-24104 ====
0	False	llap-server/src/java/org/apache/hadoop/hive/llap/shufflehandler/FadvisedFileRegion.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MergeJoinWork.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFCase.java
==== HIVE-24125 ====
0	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
2	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/AbstractPrimitiveJavaObjectInspector.java
3	True	ql/src/java/org/apache/hadoop/hive/ql/reexec/ReExecDriver.java
4	True	ql/src/java/org/apache/hadoop/hive/ql/optimizer/signature/SignatureUtils.java
==== HIVE-24145 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MergeJoinWork.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/MapredContext.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/MergeJoinProc.java
4	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapTaskReporter.java
==== HIVE-24147 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
1	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
==== HIVE-24149 ====
0	True	hbase-handler/src/java/org/apache/hadoop/hive/hbase/struct/HBaseStructValue.java
1	False	streaming/src/java/org/apache/hive/streaming/AbstractRecordWriter.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/session/SessionState.java
3	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
4	False	streaming/src/java/org/apache/hive/streaming/ConnectionInfo.java
==== HIVE-24150 ====
0	True	service-rpc/src/gen/thrift/gen-javabean/org/apache/hive/service/rpc/thrift/TStringValue.java
1	True	standalone-metastore/metastore-common/src/gen/thrift/gen-php/metastore/ThriftHiveMetastore_truncate_table_result.php
2	True	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/GetRoleGrantsForPrincipalResponse.java
3	True	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AddDynamicPartitions.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/Compiler.java
==== HIVE-24151 ====
0	True	serde/src/java/org/apache/hadoop/hive/serde2/MultiDelimitSerDe.java
1	True	serde/src/java/org/apache/hadoop/hive/serde2/lazybinary/LazyBinaryLong.java
2	False	streaming/src/java/org/apache/hive/streaming/AbstractRecordWriter.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
4	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
==== HIVE-24158 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/WriterImpl.java
1	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MergeJoinWork.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPMod.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/log/PidFilePatternConverter.java
==== HIVE-24160 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-24162 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcSerde.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorMR.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcOutputFormat.java
3	False	hbase-handler/src/java/org/apache/hadoop/hive/hbase/HBaseLazyObjectFactory.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/DagUtils.java
==== HIVE-24163 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
3	True	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/NullStructSerDe.java
==== HIVE-24168 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/stats/StatsUpdaterThread.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Worker.java
2	True	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
3	True	ql/src/java/org/apache/hadoop/hive/ql/session/SessionState.java
4	True	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/MinorQueryCompactor.java
==== HIVE-24170 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-24178 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/ddl/table/create/CreateTableOperation.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/util/HiveStrictManagedMigration.java
3	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
4	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
==== HIVE-24182 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/Registry.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/StringObjectInspector.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/SortedMergeJoinProc.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/parse/WindowingSpec.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFFirstValue.java
==== HIVE-24188 ====
0	False	hbase-handler/src/java/org/apache/hadoop/hive/hbase/HBaseLazyObjectFactory.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/typeinfo/ListTypeInfo.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/ppd/ExprWalkerInfo.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/lazybinary/LazyBinaryHiveDecimal.java
==== HIVE-24193 ====
0	False	hbase-handler/src/java/org/apache/hadoop/hive/hbase/HBaseLazyObjectFactory.java
1	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/SessionHiveMetaStoreClient.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/ppd/ExprWalkerInfo.java
4	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveAlterHandler.java
==== HIVE-24198 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MapWork.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/io/BucketizedHiveInputFormat.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/io/HiveInputFormat.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/SortedMergeBucketMapJoinOptimizer.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyArray.java
==== HIVE-24199 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveAggregate.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/stats/HiveRelMdUniqueKeys.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveSortLimit.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/cost/HiveDefaultCostModel.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveSemiJoin.java
==== HIVE-24209 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFCurrentUser.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/AbstractPrimitiveObjectInspector.java
2	False	contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64/Base64TextInputFormat.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPNotEqualNS.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/NDV.java
==== HIVE-24210 ====
0	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/RetryingHMSHandler.java
1	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/PartitionManagementTask.java
2	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
3	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
4	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/utils/RetryUtilities.java
==== HIVE-24211 ====
0	True	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
1	True	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
2	True	standalone-metastore/metastore-common/src/gen/thrift/gen-rb/hive_metastore_types.rb
3	True	standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/IMetaStoreClient.java
4	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
==== HIVE-24213 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/io/SymbolicInputFormat.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezContext.java
